5.424743677375263928e+01,1.559384825700614101e+02,2.488803827751198128e+02
1.270433996383366662e+02,1.554339963833634215e+02,9.393670886075915405e+01
2.123302325581395280e+02,2.243395348837206313e+02,2.121116279069767074e+02
2.098058252427151160e+01,2.601699029126284302e+01,6.803398058252014380e+00
1.968029095947129292e+01,8.914132317284608575e+01,1.983865604433663634e+02
1.136771894093687791e+02,1.729725050916493387e+02,1.585753564154785806e+02
6.892205638474305829e+01,9.262023217247055129e+01,3.277280265339925336e+01
2.055833333333332575e+02,1.820873015873016243e+02,1.287698412698413790e+02
8.808687258687254484e+01,1.263397683397681988e+02,1.342779922779922970e+02
1.070597722960151401e+02,1.788908918406067983e+02,2.434060721062614334e+02
1.478702531645572833e+02,1.147784810126581760e+02,5.933227848101232382e+01
1.918884297520662017e+02,2.002355371900824821e+02,4.416115702479309846e+01
1.155463414634145920e+02,1.592439024390243389e+02,1.974463414634144556e+02
1.493046062407129853e+02,1.901931649331347671e+02,2.370460624071318421e+02
8.789285714285711038e+01,1.195798319327728905e+02,7.687394957983157440e+01
3.258754863813365432e+01,1.250902723735403725e+02,2.303501945525287340e+02
1.863933054393307032e+02,1.324644351464434635e+02,5.089958158995787585e+01
1.686870026525198796e+02,1.850636604774533680e+02,1.449628647214853743e+02
5.316272189349151489e+01,9.543491124260324909e+01,1.386804733727811083e+02
2.505591939546594062e+02,2.424634760705289409e+02,1.747556675062974136e+02
1.390934959349596625e+02,1.590772357723577102e+02,1.473943089430893849e+02
1.030281690140832040e+01,1.366725352112675296e+02,1.568485915492957190e+02
2.489667651403240143e+02,2.526181683899578729e+02,2.519002954209744303e+02
1.938500619578687747e+02,2.206146220570022933e+02,2.472651796778186508e+02
1.504499999999999886e+02,1.700461538461536861e+02,1.153788461538459131e+02
8.873421588594676734e+01,1.764037678207748172e+02,2.477454175152786036e+02
3.311702127659606276e+01,4.667021276595711754e+01,4.439893617021252226e+01
1.183531157270031287e+02,1.530979228486646377e+02,3.293620178041500424e+01
8.566511627906997717e+01,1.421488372093022292e+02,2.101720930232554565e+02
7.889314194577391959e+01,1.083301435406694679e+02,1.550558213716064415e+01
1.514662273476110670e+02,2.163327841845143098e+02,1.720527182866556757e+02
7.238391224862924389e+01,8.836014625228473562e+01,6.513528336380217354e+01
9.348695652173908854e+01,1.771797101449272418e+02,1.698637681159421220e+02
7.264814814814813815e+01,3.956296296296252990e+01,1.389259259259225132e+01
1.129076517150395489e+02,1.010527704485485287e+02,6.600791556728198373e+01
1.343187347931872750e+02,1.596289537712894742e+02,5.627858880778545370e+01
2.262008547008545065e+02,1.831282051282051953e+02,9.541025641025629511e+01
1.017040572792362667e+02,7.231742243436708861e+01,2.625298329355567262e+01
3.754499151103526344e+01,5.670628183361714036e+01,1.241086587436288369e+01
1.678113207547173431e+02,1.909962264150942133e+02,1.964301886792452763e+02
1.614339622641506935e+02,1.803113207547166894e+02,5.294528301886752786e+01
1.047663551401869029e+02,1.308197596795725985e+02,4.742056074766311724e+01
4.322913907284723223e+01,1.128331125827810268e+02,2.065337748344367128e+02
2.217582417582417520e+01,1.582637362637362060e+02,1.738571428571429465e+02
1.299293078055967783e+02,1.744035346097198840e+02,2.255684830633280171e+02
7.130330123796373698e+01,1.690990371389266897e+02,2.505832187070155044e+02
2.464480198019796262e+02,2.265915841584154009e+02,1.509678217821781914e+02
2.716822977725952626e+01,9.928370457210009192e+01,2.054460726846419902e+02
1.377790262172285054e+02,9.131086142322072874e+01,3.035580524344534581e+01
1.147700453857790848e+02,1.407337367624810440e+02,6.888350983358506596e+01
2.223351955307263381e+02,1.542458100558659453e+02,5.884357541899422017e+01
5.156250000000029843e+01,1.308945312499998863e+02,1.359960937500000284e+02
1.087068062827224821e+02,1.394869109947643437e+02,1.653167539267015229e+02
4.318125552608280771e+01,1.401892130857649477e+02,2.404173297966397058e+02
1.100624999999999716e+02,1.272784090909090082e+02,1.043030303030299990e+02
9.271214017521901951e+01,1.615018773466832727e+02,1.528097622027534044e+02
4.501700680272144695e+01,7.850680272108809277e+01,9.196258503401338658e+01
1.576855524079322493e+02,1.327308781869688232e+02,8.750991501416402230e+01
1.195826086956521408e+02,2.062260869565213284e+02,1.826130434782608631e+02
6.248021108179398198e+01,1.275580474934034214e+02,2.103482849604217790e+02
1.484334038054969369e+02,1.723720930232556725e+02,8.054968287526392601e+01
1.814117647058823195e+02,1.965098039215683627e+02,8.297058823529387439e+01
1.306338461538461786e+02,1.278738461538461877e+02,2.283999999999963393e+01
8.695582329317298331e+01,1.101365461847385347e+02,4.284337349397546291e+01
1.888470588235292382e+02,2.116058823529408528e+02,1.681911764705882320e+02
1.172114467408585199e+02,1.496883942766295661e+02,1.316391096979330655e+02
1.898030303030301695e+02,1.527272727272727479e+02,9.924242424242406457e+01
1.397819706498955554e+02,1.752725366876308613e+02,1.733333333333334565e+02
2.416530054644803727e+02,2.075519125683056245e+02,1.261912568306011053e+02
1.011634756995581625e+02,1.605787923416789624e+02,2.262577319587625198e+02
7.596881959910942328e+01,1.045968819599105757e+02,1.037817371937636608e+02
2.175086956521744526e+02,2.374681159420301526e+02,2.506434782608691307e+02
4.416580310880831917e+01,1.072279792746111298e+02,1.784067357512954572e+02
1.714366197183093732e+02,2.044661971830987568e+02,2.396999999999995907e+02
1.514058295964126160e+02,1.666345291479820787e+02,2.673766816143455571e+01
7.572052401746753958e+01,1.265873362445414330e+02,1.751441048034935193e+02
9.708398133748052317e+01,1.289735614307929836e+02,2.183048211508508984e+01
6.977988338192419349e+01,1.485189504373178124e+02,2.342055393586001912e+02
5.623434704830040687e+01,8.255992844364924110e+01,1.043470483005322080e+01
5.489173228346451339e+01,6.899409448818910562e+01,4.016338582677124691e+01
