179,178,175,174,173,170,160,159,156
85,88,99,87,97,112,98,112,128
125,122,119,142,139,138,155,156,154
230,232,230,231,233,233,230,231,231
61,52,49,65,56,50,76,67,60
88,85,87,109,99,92,134,122,107
200,199,196,221,221,218,230,231,229
128,127,128,128,129,129,130,131,132
40,38,42,37,35,37,39,37,39
164,166,165,151,152,152,137,136,136
250,250,250,250,251,250,250,250,250
80,80,80,80,80,80,81,80,80
48,45,53,76,70,74,155,156,151
120,116,117,196,196,195,225,227,224
127,139,140,90,102,116,65,64,75
157,172,186,143,165,185,133,153,175
166,162,159,201,200,196,218,218,217
90,89,89,91,90,89,93,91,91
178,178,175,183,183,181,184,185,184
122,97,80,119,100,86,112,105,98
149,142,130,146,133,119,134,121,111
107,148,169,92,137,166,84,121,156
165,136,110,182,164,137,188,183,169
160,160,159,161,161,160,161,161,161
104,114,139,98,101,132,97,98,120
141,140,140,141,141,140,142,141,141
138,139,138,112,112,112,109,107,105
161,114,79,166,119,71,162,125,83
125,114,92,105,90,75,82,68,68
194,194,193,197,197,196,201,201,199
133,127,115,133,113,94,120,93,76
93,100,127,94,121,153,114,147,163
114,121,132,162,170,169,169,173,171
115,114,114,116,115,115,117,116,116
99,96,99,131,129,129,198,199,194
216,193,146,219,186,137,210,179,141
50,58,80,46,57,83,50,61,84
67,65,68,73,78,84,88,102,109
138,144,151,123,132,142,114,120,131
205,206,204,163,163,165,140,138,140
73,67,77,134,138,134,141,143,142
92,85,77,64,57,59,50,44,49
116,180,219,122,190,223,151,198,222
202,205,205,193,197,198,164,169,173
90,123,138,117,132,130,132,130,113
214,217,217,211,214,216,205,209,211
106,103,103,111,111,113,140,145,144
152,154,155,166,167,168,183,184,184
75,93,125,80,66,86,108,85,69
150,149,149,151,151,151,153,153,153
167,152,132,170,155,128,167,154,128
130,115,102,143,125,108,151,135,119
125,142,156,126,144,159,133,147,157
88,96,103,74,89,101,64,76,95
165,167,165,142,141,141,103,100,104
104,106,106,103,104,103,103,103,101
101,71,60,109,72,56,108,80,65
242,238,218,241,232,193,231,210,168
129,127,105,109,130,122,81,113,131
58,97,137,52,90,139,56,88,133
