1.324324045407636277e+02,2.082146542827667020e+02,1.775438596491226235e+02
1.290081206496515449e+02,1.486345707656611523e+02,7.927320185614803449e+01
2.434943733023487766e+01,9.439134652697191541e+01,2.004111369809912162e+02
2.454962871287108896e+02,2.509907178217845001e+02,2.511342821782195642e+02
9.822111639982705356e+01,1.675313717005628291e+02,1.615672868887925517e+02
5.857184655396837059e+01,1.559486345903769120e+02,2.466586475942833943e+02
2.230149439601509016e+02,1.896127023661265980e+02,1.119663760896633846e+02
7.926230339928913793e+01,1.024510400811787179e+02,2.838051750381153226e+01
2.928107502799502981e+01,3.591265397536571413e+01,1.194736842105217534e+01
1.164658385093167254e+02,1.686374929418406339e+02,2.242574816487855287e+02
1.584345661450929583e+02,1.952681365576115127e+02,2.358556187766709513e+02
1.720752984389351923e+02,1.877052341597801046e+02,5.760146923783241846e+01
2.472616033755298304e+02,2.316845991561196740e+02,1.596824894514768118e+02
1.565476793248939487e+02,1.676506329113919662e+02,1.150067510548519323e+02
1.047482960077896479e+02,1.319255111976626438e+02,3.695472249270341081e+01
1.082467924528301495e+02,1.388973584905658356e+02,1.292135849056600136e+02
7.201783840503611600e+01,1.319989506820561758e+02,2.040708289611747830e+02
1.371849782743632034e+02,1.592787088764739281e+02,3.923463687151223667e+01
3.752535328345884125e+01,1.282543640897765727e+02,2.308225270157971636e+02
5.787885462555023253e+01,8.105837004405395874e+01,7.457378854625507358e+01
6.158912655971428052e+01,1.117263814616760698e+02,1.409180035650622926e+02
1.769882478632475227e+02,2.051388888888895963e+02,1.694401709401707876e+02
1.321609033168661540e+02,1.660494001411429110e+02,1.618362738179253029e+02
8.901589912280637407e+01,1.749369517543875929e+02,2.467946820175457674e+02
9.308370370370410285e+01,1.136162962962967526e+02,8.248666666666622405e+01
1.999868680236391469e+02,2.243007222587019385e+02,2.447859487852924190e+02
1.294295857988167313e+02,9.224733727810695427e+01,3.862721893491080039e+01
1.910659340659335612e+02,1.392019230769231228e+02,6.782417582417539847e+01
1.680034129692782585e+01,1.461569965870307328e+02,1.641006825938568170e+02
5.766769993800405558e+01,6.865282083075214814e+01,2.107687538748200495e+01
