135.55,158.11,76.122
201.57,225.37,245.01
36.963,130.09,233.31
99.007,168.27,160.21
61.251,96.137,107.01
58.718,156.49,247.06
87.513,145.11,210.06
144.36,108.82,50.441
23.08,93.361,200.45
131.76,164.87,160.7
247.39,232.6,161.02
32.756,38.598,13.936
170.61,185.76,51.617
102.91,124.28,68.526
176.75,205.16,169.74
101.8,69.179,24.893
224.97,192.7,114.28
90.06,116.95,27.378
245.91,251.21,251.26
162.61,198.05,237.05
17.485,145.45,162.4
68.961,86.454,58.86
89.269,175.03,246.66
109.6,137.45,120.37
157.87,168.9,116.18
196.4,144.71,71.933
70.409,120.34,152.49
53.17,119.2,203.85
123.38,173.7,227.25
56.505,78.821,19.839
132.54,207.73,177.75
126.43,151.84,35.446
