1.348298727394507921e+02,1.348760884125920825e+02,1.353402545210984442e+02,1.351815137307434895e+02,1.348961821835231092e+02,1.352438044206296013e+02,1.366805090421969169e+02,1.360301406563965259e+02,1.361687876758204823e+02
1.706999999999998749e+02,1.688866666666665708e+02,1.698533333333334667e+02,2.174599999999997522e+02,2.183799999999996544e+02,2.166933333333330438e+02,2.307133333333333383e+02,2.316733333333333746e+02,2.303933333333332598e+02
7.760157932519746282e+01,7.687006460875818448e+01,7.779038047379680165e+01,7.784493898061785444e+01,7.726274228284282231e+01,7.681622397702936667e+01,7.773223259153124332e+01,7.698923187365403464e+01,7.666977745872317485e+01
1.609190499272914394e+02,1.608807561803210717e+02,1.608274357731446287e+02,1.618395540475046914e+02,1.618754241396032114e+02,1.618933591856526846e+02,1.621047018904522190e+02,1.623824527387300520e+02,1.622748424624329573e+02
2.376844741235403831e+02,2.388814691151932266e+02,2.378614357262088106e+02,2.394474123539245625e+02,2.410884808013365728e+02,2.399833055091829692e+02,2.379232053422387594e+02,2.398614357262104022e+02,2.387095158597658724e+02
1.209048625792810441e+02,1.229344608879491716e+02,1.247589852008457569e+02,1.364545454545454675e+02,1.387949260042283299e+02,1.387040169133192649e+02,1.548372093023255900e+02,1.553467230443975211e+02,1.509069767441862098e+02
1.019675090252706013e+02,1.148736462093861945e+02,1.204404332129964672e+02,1.111155234657038307e+02,1.091083032490974745e+02,9.677256317689514731e+01,1.185379061371841090e+02,9.542599277978344219e+01,6.987364620938609505e+01
1.016996370235942777e+02,1.007858439201460925e+02,1.002250453720505732e+02,1.031052631578945835e+02,1.027758620689650684e+02,1.013756805807619656e+02,1.019373865698733823e+02,1.012631578947368922e+02,1.010054446460976578e+02
2.170150943396229195e+02,2.176981132075475500e+02,2.168037735849058265e+02,2.070830188679242099e+02,2.088754716981126762e+02,2.090566037735844134e+02,1.879509433962264211e+02,1.903320754716981469e+02,1.925660377358489654e+02
1.267936507936508121e+02,1.449365079365079225e+02,1.492222222222222001e+02,9.307936507936500448e+01,1.223174603174603163e+02,1.501269841269841550e+02,6.515873015873016527e+01,7.284126984126989157e+01,1.154841269841269593e+02
