1.790221642764023784e+02,1.784537157757505383e+02,1.749986962190353950e+02,1.741134289439370377e+02,1.733754889178611620e+02,1.704393741851363018e+02,1.599087353324641469e+02,1.589647979139505196e+02,1.561460234680572228e+02
8.502822580645241146e+01,8.808467741935565698e+01,9.873387096774212068e+01,8.671505376344076410e+01,9.668817204301009838e+01,1.116559139784941692e+02,9.821370967741935942e+01,1.121411290322581209e+02,1.278508064516130247e+02
1.249149519890259370e+02,1.217654320987653307e+02,1.193786008230454314e+02,1.418751714677639768e+02,1.391536351165980818e+02,1.375569272976680679e+02,1.553895747599451340e+02,1.557270233196159666e+02,1.537517146776405355e+02
2.302144772117947582e+02,2.316353887399448865e+02,2.303029490616627299e+02,2.314718498659510146e+02,2.332091152815000896e+02,2.326014298480803859e+02,2.296756032171606421e+02,2.313932082216264803e+02,2.313503127792695864e+02
6.066243194192468025e+01,5.170961887477417918e+01,4.893829401088839859e+01,6.501996370235949030e+01,5.556261343012721454e+01,4.972232304900218480e+01,7.612885662431941114e+01,6.731034482758624904e+01,6.018874773139711465e+01
8.842096505823680275e+01,8.541264559068285678e+01,8.742096505823644748e+01,1.086322795341095002e+02,9.878702163061507235e+01,9.239434276206264940e+01,1.341880199667221234e+02,1.219517470881864085e+02,1.072512479201329541e+02
1.999287211740049202e+02,1.985639412997911109e+02,1.959937106918240772e+02,2.209580712788263384e+02,2.210817610062892982e+02,2.181383647798741663e+02,2.303354297693930448e+02,2.308909853249476214e+02,2.288825995807124514e+02
1.275224839400426617e+02,1.270192719486080364e+02,1.275087794432549941e+02,1.281267665952887569e+02,1.285747323340466721e+02,1.293194860813700870e+02,1.296149892933618730e+02,1.306788008565310975e+02,1.315113490364025779e+02
4.027254901960884581e+01,3.761960784313832562e+01,4.163921568627363001e+01,3.679803921568712610e+01,3.472941176470639846e+01,3.715490196078479812e+01,3.901372549019725966e+01,3.670392156862749289e+01,3.937450980392121380e+01
1.637830092118736900e+02,1.663817809621297386e+02,1.654155578300922969e+02,1.509314227226199421e+02,1.516939611054243073e+02,1.520286591606955824e+02,1.372354145342886511e+02,1.358249744114636712e+02,1.357840327533264997e+02
2.496795275590540655e+02,2.502692913385801035e+02,2.498677165354328622e+02,2.504527559055101733e+02,2.508748031496058957e+02,2.504212598425200440e+02,2.496629921259856246e+02,2.504622047244079113e+02,2.495795275590587323e+02
8.042192018507911655e+01,8.001272411798413486e+01,8.020040485829719046e+01,8.038577212261208160e+01,8.015934065934251862e+01,7.979670329670099704e+01,8.056535569693312482e+01,8.010699826488848885e+01,8.010584152689844473e+01
4.801739130434769720e+01,4.475652173913033494e+01,5.323478260869580936e+01,7.599999999999982947e+01,7.020869565217391539e+01,7.406956521739132882e+01,1.548173913043478365e+02,1.560260869565217661e+02,1.510260869565217092e+02
1.204251497005988085e+02,1.157724550898202978e+02,1.166467065868263830e+02,1.962874251497003684e+02,1.964251497005986380e+02,1.948862275449100707e+02,2.248502994011976170e+02,2.265149700598802838e+02,2.241377245508980991e+02
1.273438735177865908e+02,1.393675889328063136e+02,1.399999999999999716e+02,8.954545454545430516e+01,1.017984189723319730e+02,1.161541501976284820e+02,6.488932806324110913e+01,6.430039525691704227e+01,7.509881422924888739e+01
1.568628428927679295e+02,1.723441396508727053e+02,1.864887780548630190e+02,1.428354114713217200e+02,1.651870324189523274e+02,1.850897755610967295e+02,1.327980049875311579e+02,1.530798004987531726e+02,1.752493765586033589e+02
1.662585034013603718e+02,1.623129251700679276e+02,1.587210884353742983e+02,2.011394557823126092e+02,2.001224489795913257e+02,1.963231292517002373e+02,2.182414965986394577e+02,2.180952380952381304e+02,2.169217687074827268e+02
8.983089500860455701e+01,8.909982788295911860e+01,8.878055077452705746e+01,9.084079173838154020e+01,8.997246127366503288e+01,8.930636833046642664e+01,9.266394148020899024e+01,9.124053356282277605e+01,9.052280550774753465e+01
1.777591111111121620e+02,1.777244444444455667e+02,1.752773333333325638e+02,1.831982222222233077e+02,1.831688888888895690e+02,1.814160000000005937e+02,1.842160000000014293e+02,1.849680000000000462e+02,1.838053333333329533e+02
1.215453100158980959e+02,9.729729729729768906e+01,7.985691573926874298e+01,1.191939586645466420e+02,1.002464228934811530e+02,8.553736089030142864e+01,1.117376788553259104e+02,1.051001589825119709e+02,9.794912559618416026e+01
1.494009216589859932e+02,1.418502304147464486e+02,1.300622119815668896e+02,1.461970046082946624e+02,1.331278801843317865e+02,1.193306451612899650e+02,1.339723502304147473e+02,1.214665898617512028e+02,1.112165898617509328e+02
1.065388601036268170e+02,1.477305699481864849e+02,1.687823834196892676e+02,9.162694300518114687e+01,1.366476683937823964e+02,1.662176165803109029e+02,8.404145077720207269e+01,1.210621761658031517e+02,1.561088082901554230e+02
1.653962264150941905e+02,1.359622641509433834e+02,1.097207547169812472e+02,1.824075471698110391e+02,1.635698113207547237e+02,1.367320754716981241e+02,1.883283018867924454e+02,1.833132075471698670e+02,1.687547169811322476e+02
1.598073119568470020e+02,1.599754270302663031e+02,1.594261312556185430e+02,1.605837578663470708e+02,1.608825292178599398e+02,1.604806712616136224e+02,1.605280191789053106e+02,1.610746179202877215e+02,1.607192088702439321e+02
1.043861209964411358e+02,1.142491103202846006e+02,1.392028469750889883e+02,9.767971530249076295e+01,1.011903914590742204e+02,1.321476868327402485e+02,9.679359430604981185e+01,9.816725978647691875e+01,1.197686832740214982e+02
